ptrFinger_r X,ptrFinger_r Y,ptrFinger_r Z,ptrElbow_r X,ptrElbow_r Y,ptrElbow_r Z,right_scapula X,right_scapula Y,right_scapula Z,left_scapula X,left_scapula Y,left_scapula Z,head_right X,head_right Y,head_right Z,head_left X,head_left Y,head_left Z,abdomen X,abdomen Y,abdomen Z
0.447007204,0.363966460,-0.099038445,0.211457176,0.191242269,0.106050422,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.311080716,-0.079228205,0.202642811,0.181387660,0.111002982,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.263184853,-0.049306075,0.194660099,0.172462853,0.118483515,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.222188328,-0.010464957,0.187827287,0.164823654,0.128193794,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.189725543,0.035746677,0.182416776,0.158774612,0.139746703,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.167090686,0.087486515,0.178644268,0.154556885,0.152681662,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.155186139,0.142691853,0.176660160,0.152338618,0.166482997,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.154486498,0.199161828,0.176543552,0.152208249,0.180600490,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.165019655,0.254645160,0.178299094,0.154170973,0.194471323,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.186365687,0.306929904,0.181856796,0.158148544,0.207542510,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.217673595,0.353931633,0.187074825,0.163982389,0.219292942,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.257695230,0.393776535,0.193745154,0.171439930,0.229254167,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.304835058,0.424876120,0.201601859,0.180223858,0.237029064,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.357213761,0.445990546,0.210331717,0.189983987,0.242307670,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
0.447007204,0.412743166,0.456278048,0.219586696,0.200331210,0.244879545,-0.035355342,0.436244398,0.174413378,0.035355342,0.436244398,-0.174413378,-0.014900200,0.668500000,0.073504993,0.014900200,0.668500000,-0.073504993,0.073504993,0.156200000,0.014900200
